,Day,Date,workoutActivityType,duration,durationUnit,distance,heartRateAverage,activeEnergyBurned,basalEnergyBurned,avg_pace_min,avg_pace_mmss
720,Tuesday,2024-02-06,Walking,17.49947291811307,min,1.25905,77.4682,92.6078,34.5579,13.898949936946961,13:54
721,Wednesday,2024-02-07,Walking,14.15882024963697,min,1.38502,118.0,99.9059,27.8505,10.222827287430485,10:13
722,Wednesday,2024-02-07,Running,22.4126305659612,min,2.26671,134.5,147.534,44.4345,9.887736219437512,9:53
723,Wednesday,2024-02-07,Walking,14.03576253453891,min,1.21732,,85.56,27.6697,11.53005169925649,11:32
724,Thursday,2024-02-08,Walking,13.52617433468501,min,1.30461,113.5,93.914,26.7029,10.36798302533708,10:22
725,Thursday,2024-02-08,Running,25.68330501715342,min,3.0305,97.0,208.655,50.66,8.47493978457463,8:28
726,Thursday,2024-02-08,Walking,12.45571066737175,min,1.08109,,71.68,24.4909,11.521437315461016,11:31
727,Friday,2024-02-09,Walking,14.34823440114657,min,1.34744,110.0,94.9937,28.2196,10.648514517267241,10:39
728,Friday,2024-02-09,Running,27.27400978207588,min,3.02955,137.0,202.05,53.9484,9.002660389191755,9:00
729,Friday,2024-02-09,Walking,13.51009221673012,min,1.12171,105.25,75.8597,26.5995,12.04419343389122,12:03
730,Saturday,2024-02-10,Walking,13.73936166763306,min,1.34621,112.5,101.54,27.115,10.20595721888343,10:12
731,Saturday,2024-02-10,Running,25.7972968518734,min,3.01315,,203.003,50.9965,8.561570732248112,8:34
732,Saturday,2024-02-10,Walking,12.57249434987704,min,1.06444,114.0,73.4854,24.8116,11.81136968723182,11:49
733,Sunday,2024-02-11,Walking,43.36694293022155,min,3.23751,95.7212,203.866,86.2145,13.39515335249051,13:24
734,Monday,2024-02-12,Walking,35.06960296630859,min,3.34472,99.761,222.918,69.4345,10.48506391157065,10:29
735,Tuesday,2024-02-13,Walking,41.33830990195274,min,3.16806,76.4099,221.994,82.0566,13.0484618037388,13:03
736,Wednesday,2024-02-14,Walking,65.07558490037918,min,6.56484,112.833,431.129,129.05,9.912745002220797,9:55
737,Thursday,2024-02-15,Walking,19.76202443440755,min,1.66826,94.45454545454545,118.587,39.0481,11.845889989814268,11:51
738,Thursday,2024-02-15,Walking,16.36461113293966,min,1.2813,90.0,83.1288,32.2034,12.77188100596243,12:46
739,Thursday,2024-02-15,Walking,34.91601791977882,min,2.83479,107.07142857142857,154.451,69.2688,12.316968071630992,12:19
740,Friday,2024-02-16,Walking,32.07725290060043,min,2.71196,89.375,177.106,63.5449,11.828070067626523,11:50
741,Friday,2024-02-16,Walking,33.19670772949855,min,2.66138,113.776,145.761,65.7313,12.473494100616428,12:28
742,Saturday,2024-02-17,Walking,20.95908988316854,min,1.50439,,101.959,41.5168,13.93195240806476,13:56
743,Sunday,2024-02-18,Walking,42.63007771968842,min,4.02153,106.525,272.277,84.1047,10.600462440834315,10:36
744,Sunday,2024-02-18,Walking,15.87362261414528,min,1.34065,92.7466,69.6485,31.3376,11.840243623723776,11:50
745,Monday,2024-02-19,Walking,20.60187871456146,min,1.81738,95.33333333333333,98.2417,40.7684,11.336032483333954,11:20
746,Monday,2024-02-19,Walking,25.44777700106303,min,2.19079,,120.012,50.2848,11.615799324016923,11:37
747,Tuesday,2024-02-20,Walking,29.79517673452695,min,2.33662,100.83238333333333,134.308,58.8899,12.751400199658889,12:45
748,Wednesday,2024-02-21,Walking,38.9348232169946,min,4.20504,109.2,271.55,76.989,9.259085101924024,9:16
749,Wednesday,2024-02-21,Walking,11.54350957274437,min,0.932351,113.47058823529412,73.1218,22.1586,12.381077054397291,12:23
750,Thursday,2024-02-22,Walking,29.53582724928856,min,2.13995,95.0,140.699,58.4146,13.802110913473943,13:48
751,Friday,2024-02-23,Walking,34.33514441649119,min,3.90255,,277.636,67.915,8.79813055988807,8:48
752,Saturday,2024-02-24,Walking,33.70050451556842,min,2.49656,77.7264,167.005,67.0597,13.498776122171474,13:30
753,Sunday,2024-02-25,Walking,30.06065708398819,min,2.6102,79.77777777777777,186.488,59.6951,11.516610636728293,11:31
754,Monday,2024-02-26,Walking,33.25544299880664,min,3.48065,105.6923076923077,229.307,65.9371,9.554377199318129,9:33
755,Tuesday,2024-02-27,Walking,30.46939795017243,min,3.21589,106.16666666666667,208.215,60.35,9.474639353389708,9:28
756,Wednesday,2024-02-28,Walking,31.4206900993983,min,3.22296,96.0,210.186,62.39,9.749016462940371,9:45
757,Thursday,2024-02-29,Walking,31.26420501669248,min,3.1744,96.0,205.258,62.0273,9.848854906972177,9:51
758,Friday,2024-03-01,Walking,37.79981761574745,min,3.89973,106.07692307692308,256.659,74.912,9.692931976251549,9:42
759,Saturday,2024-03-02,Walking,20.24351495107015,min,2.06543,100.6,135.099,40.035,9.801114030042243,9:48
760,Sunday,2024-03-03,Walking,30.26099415024122,min,3.04949,105.71428571428571,199.363,59.9699,9.923296731663727,9:55
761,Monday,2024-03-04,Walking,39.01621625026067,min,3.9767,100.2,260.936,77.5704,9.811204327774453,9:49
762,Tuesday,2024-03-05,Walking,40.70166624983152,min,4.34786,117.71428571428571,298.605,80.6528,9.36131021924154,9:22
763,Wednesday,2024-03-06,Walking,43.48119598428408,min,4.35464,102.0,278.917,86.303,9.985026542787482,9:59
764,Thursday,2024-03-07,Walking,43.61783011754354,min,4.33125,102.28571428571429,282.961,86.6696,10.070494688033142,10:04
765,Friday,2024-03-08,Walking,40.91641171574592,min,4.33769,106.27272727272727,285.381,81.2818,9.432765300366306,9:26
766,Saturday,2024-03-09,Walking,46.12419741749763,min,5.24641,107.33333333333333,374.711,91.436,8.791573174322561,8:47
767,Sunday,2024-03-10,Walking,48.96724796692531,min,5.22769,130.5,396.951,96.9588,9.36689971419983,9:22
768,Monday,2024-03-11,Walking,31.45707983374596,min,3.20592,102.85714285714286,215.591,62.2885,9.81218490596957,9:49
769,Tuesday,2024-03-12,Walking,41.46473521590233,min,4.3745,111.75,299.021,82.1711,9.47873704786886,9:29
770,Wednesday,2024-03-13,Walking,41.63577995101611,min,4.34991,,299.887,82.7272,9.57164170086648,9:34
771,Thursday,2024-03-14,Walking,42.51869831681252,min,4.51055,105.2,302.703,84.1803,9.426499721056748,9:26
772,Friday,2024-03-15,Walking,41.06242519815763,min,4.06771,97.11111111111111,259.052,81.3085,10.094727794793048,10:06
773,Saturday,2024-03-16,Walking,49.56781198382377,min,5.2907,112.18181818181819,354.279,98.325,9.368857047994362,9:22
774,Sunday,2024-03-17,Walking,29.99590670069059,min,2.71197,111.0909090909091,194.147,59.3875,11.060559925327562,11:04
775,Sunday,2024-03-17,Walking,11.93361576596896,min,0.993721,107.25,68.954,23.375,12.009020405092537,12:01
777,Tuesday,2024-03-19,Walking,45.33896768291791,min,4.3809,97.0,281.686,89.9364,10.349235929356505,10:21
778,Wednesday,2024-03-20,Walking,33.32579926649729,min,3.20001,,195.486,65.96,10.414279726156261,10:25
779,Thursday,2024-03-21,Walking,32.17339413166046,min,3.05989,84.86666666666666,185.472,63.6836,10.514559063123333,10:31
780,Friday,2024-03-22,Walking,32.67293918331464,min,3.16755,82.0,201.635,64.7423,10.314892956169482,10:19
781,Saturday,2024-03-23,Walking,49.23167290091514,min,5.47682,106.8,375.002,97.5168,8.989098217745909,8:59
782,Sunday,2024-03-24,Walking,33.67836463451385,min,3.26156,104.0,206.126,66.895,10.325845495564653,10:20
783,Monday,2024-03-25,Walking,31.90104345083237,min,3.20098,97.625,207.984,63.0592,9.966023983540156,9:58
784,Tuesday,2024-03-26,Walking,45.17421048482259,min,5.20903,112.5,366.322,89.3869,8.67228840778851,8:40
785,Wednesday,2024-03-27,Walking,35.6476364672184,min,3.74263,111.875,252.709,70.5844,9.524755711149218,9:31
786,Thursday,2024-03-28,Walking,32.54410039981206,min,3.24828,90.4,206.323,64.4404,10.018871648937917,10:01
787,Friday,2024-03-29,Walking,31.14074891606966,min,3.19308,107.77777777777777,204.322,61.675,9.752573977498109,9:45
788,Saturday,2024-03-30,Walking,49.9857964515686,min,4.21043,87.5058,267.347,99.1631,11.871898226919486,11:52
789,Sunday,2024-03-31,Cycling,67.34202276666959,min,12.6393,104.12062857142857,371.431,133.727,5.327986737134935,5:20
790,Monday,2024-04-01,Walking,44.58308128317197,min,4.24773,99.57142857142857,264.88,88.675,10.495742733924232,10:30
791,Tuesday,2024-04-02,Walking,46.14750104943911,min,4.25871,93.36363636363636,262.4,91.7706,10.836028057660444,10:50
792,Wednesday,2024-04-03,Walking,42.41612628499667,min,4.17159,103.26666666666667,265.497,84.0544,10.167855969785302,10:10
793,Thursday,2024-04-04,Walking,42.14531176686287,min,4.25385,95.5,279.429,83.5217,9.907568853359397,9:54
794,Friday,2024-04-05,Walking,33.65369746685028,min,3.19427,,199.587,66.7842,10.535645849239508,10:32
795,Saturday,2024-04-06,Cycling,72.22201722462972,min,13.7904,107.71066666666667,397.089,143.273,5.237122724839724,5:14
796,Sunday,2024-04-07,Cycling,73.95700386166573,min,15.5038,108.60148571428572,433.85,146.761,4.770250123303043,4:46
797,Monday,2024-04-08,Walking,33.37190271615982,min,3.21586,101.23076923076923,196.78,66.3227,10.377287169267264,10:23
798,Tuesday,2024-04-09,Walking,33.31322141687075,min,3.23738,93.66666666666667,198.177,66.2589,10.290179533101075,10:17
799,Wednesday,2024-04-10,Walking,42.5499734501044,min,4.21557,96.0,271.243,84.4138,10.093527909655018,10:06
800,Thursday,2024-04-11,Walking,42.58193433483441,min,4.3645,109.07692307692308,276.406,84.5248,9.756428991828253,9:45
801,Friday,2024-04-12,Walking,40.03945863246918,min,3.9554,93.75,252.409,79.4211,10.122733132545173,10:07
802,Saturday,2024-04-13,Cycling,71.61985849936804,min,14.4309,106.6952,398.131,142.038,4.962951617665429,4:58
803,Sunday,2024-04-14,Cycling,69.49430122574171,min,15.5079,111.146,446.848,137.606,4.481219328583607,4:29
804,Monday,2024-04-15,Walking,32.20388344923655,min,3.21019,90.33333333333333,207.286,63.7781,10.031768664545261,10:02
805,Tuesday,2024-04-16,Walking,55.94124428431193,min,5.30706,103.391,318.462,111.279,10.540910463479202,10:32
806,Wednesday,2024-04-17,Walking,32.5850305656592,min,3.22957,102.33333333333333,200.899,64.6577,10.089587953089485,10:05
807,Thursday,2024-04-18,Walking,53.03207556605339,min,5.33102,112.95,336.69,105.461,9.947829039480887,9:57
808,Friday,2024-04-19,Walking,42.50881196856498,min,4.31267,112.706,276.525,84.4576,9.856727263751917,9:51
809,Saturday,2024-04-20,Walking,44.52849021752675,min,4.46196,103.22222222222223,280.273,88.2559,9.979580771124517,9:59
810,Sunday,2024-04-21,Walking,31.96984523336092,min,2.53649,78.28571428571429,163.635,63.3814,12.603970539351986,12:36
811,Monday,2024-04-22,Walking,30.60874083439509,min,3.20247,108.0,212.688,60.095,9.557854042159674,9:33
812,Tuesday,2024-04-23,Walking,31.79060279925664,min,3.19554,108.0909090909091,205.362,63.0263,9.948428997683221,9:57
813,Wednesday,2024-04-24,Walking,41.84502255121867,min,4.29521,116.9,281.829,82.91,9.742253010031796,9:45
814,Thursday,2024-04-25,Walking,42.54905049999555,min,4.28402,101.75,273.314,84.4869,9.932038249120115,9:56
815,Friday,2024-04-26,Walking,42.84368360042572,min,4.31839,114.6875,280.472,85.0312,9.921216842486603,9:55
816,Saturday,2024-04-27,Cycling,47.55944038828214,min,8.90494,116.19804285714284,307.102,94.4861,5.340792906890124,5:20
817,Sunday,2024-04-28,Cycling,57.22922376791636,min,11.8293,112.81341428571427,347.862,113.3,4.8379214127561525,4:50
818,Sunday,2024-04-28,Walking,39.2737016816934,min,2.2551,88.16666666666667,160.255,76.3099,17.415503384192895,17:25
819,Monday,2024-04-29,Walking,51.24215751687686,min,5.15426,110.389,328.722,101.741,9.941709870452181,9:57
820,Tuesday,2024-04-30,Walking,48.8993209818999,min,5.0974,118.0,329.326,97.0611,9.592992698611036,9:36
821,Wednesday,2024-05-01,Cycling,43.97937292853991,min,8.94914,111.95162,264.81,87.0783,4.914368635258797,4:55
822,Thursday,2024-05-02,Walking,51.60529975096384,min,5.10586,107.6875,319.61,102.425,10.107073000623565,10:06
823,Friday,2024-05-03,Walking,50.49093028306961,min,5.08724,114.95,320.684,100.259,9.925014405270757,9:56
824,Saturday,2024-05-04,Cycling,55.10379803776741,min,11.4596,109.55338333333333,326.41,109.12,4.808527177019042,4:49
825,Saturday,2024-05-04,Walking,38.61107986768086,min,2.60596,98.41333333333333,203.411,75.805,14.81645146805049,14:49
826,Sunday,2024-05-05,Walking,33.27425548434258,min,3.1106,97.9090909090909,187.616,65.878,10.697053778802347,10:42
827,Monday,2024-05-06,Walking,34.97388881643613,min,3.20141,100.27272727272727,187.272,69.3171,10.924526635587485,10:55
828,Tuesday,2024-05-07,Walking,36.18107623259227,min,3.27137,97.78571428571429,198.688,71.8429,11.059915641640128,11:04
829,Wednesday,2024-05-08,Walking,33.71091418266296,min,3.22478,93.6,196.665,66.895,10.4537097670734,10:27
830,Thursday,2024-05-09,Walking,33.42102578282356,min,3.20899,105.76923076923077,195.032,66.215,10.414811446225624,10:25
831,Friday,2024-05-10,Walking,34.31531509955724,min,3.30272,109.07692307692308,209.582,68.0853,10.39001644086003,10:23
832,Saturday,2024-05-11,Walking,31.66111436684927,min,3.10507,,194.654,62.815,10.196586346475046,10:12
833,Sunday,2024-05-12,Cycling,62.00946143666904,min,12.8879,104.85592857142856,342.558,122.706,4.811448058773659,4:49
834,Monday,2024-05-13,Walking,32.62960983316103,min,3.21089,,198.542,64.7398,10.162169938291573,10:10
835,Tuesday,2024-05-14,Walking,31.78705705006917,min,3.19174,106.22222222222223,201.013,62.9494,9.95916241613326,9:58
836,Wednesday,2024-05-15,Walking,47.30707186659177,min,4.78026,107.3125,316.83,93.8449,9.896338664966292,9:54
837,Thursday,2024-05-16,Walking,42.84602683186531,min,4.3387,105.368,272.747,84.979,9.875314456372948,9:53
838,Friday,2024-05-17,Walking,50.52309293349584,min,5.09766,116.71428571428571,341.284,100.473,9.91103622711123,9:55
839,Saturday,2024-05-18,Walking,32.02174088358879,min,3.2226,104.78571428571429,217.009,64.3657,9.936616670883383,9:56
840,Sunday,2024-05-19,Walking,31.57000774939855,min,3.22292,113.88888888888889,214.735,63.2603,9.79546738653102,9:48
841,Monday,2024-05-20,Walking,1.612819049755732,min,0.151376,110.28571428571429,8.31297,3.24736,10.654390720825837,10:39
842,Monday,2024-05-20,Cycling,23.32054282426834,min,4.42899,100.33539999999999,113.106,46.447,5.265431356645272,5:16
843,Tuesday,2024-05-21,Walking,47.5226600309213,min,4.43588,117.424,308.398,95.4282,10.713242926075841,10:43
844,Wednesday,2024-05-22,Walking,56.11562146544456,min,5.3665,105.491,337.671,112.844,10.456651721875442,10:27
845,Thursday,2024-05-23,Walking,55.95335680047671,min,5.38251,107.15,333.808,112.622,10.395402293813985,10:24
846,Friday,2024-05-24,Walking,56.45346536636352,min,5.38518,101.125,329.331,113.489,10.483115767042795,10:29
847,Saturday,2024-05-25,Walking,36.06719388365745,min,3.19717,85.89150000000001,192.261,72.4217,11.280974700643837,11:17
848,Sunday,2024-05-26,Walking,34.02262811660766,min,3.23015,101.84615384615384,197.593,68.2433,10.532832257513633,10:32
849,Monday,2024-05-27,Walking,44.54014976421992,min,4.07193,97.4257,241.458,89.341,10.938338764227263,10:56
850,Tuesday,2024-05-28,Walking,47.04647479852041,min,4.36757,99.3,267.41,94.6368,10.771773503005198,10:46
851,Wednesday,2024-05-29,Walking,48.81236581802368,min,4.50919,94.1111,274.203,98.1908,10.82508517450444,10:50
852,Thursday,2024-05-30,Walking,59.53752991557121,min,5.13124,101.857,314.812,119.53,11.602951706716352,11:36
853,Friday,2024-05-31,Walking,53.61549380024274,min,5.09543,95.9090909090909,316.149,107.861,10.522270701440847,10:31
854,Saturday,2024-06-01,Walking,52.23142266670863,min,5.10434,102.4,323.767,104.855,10.232747557315664,10:14
855,Sunday,2024-06-02,Walking,37.86704919934273,min,3.49559,94.9090909090909,217.122,76.0731,10.832806249972888,10:50
856,Sunday,2024-06-02,Walking,24.28908698360125,min,1.34921,126.70270270270271,133.299,46.7947,18.00245105180161,18:00
857,Sunday,2024-06-02,Walking,16.65225276947022,min,0.914798,99.63157894736842,64.6905,32.8834,18.203201984995836,18:12
858,Sunday,2024-06-02,Walking,27.96944364905357,min,1.76109,93.75,135.126,55.555,15.881893400708407,15:53
859,Monday,2024-06-03,Walking,33.83845614989598,min,3.21981,95.25,200.523,67.8152,10.509457436897204,10:31
860,Tuesday,2024-06-04,Walking,32.92861133416493,min,3.17263,99.85714285714286,201.066,66.2178,10.378963615096916,10:23
861,Wednesday,2024-06-05,Walking,55.88391091624896,min,5.34931,105.066,337.084,112.166,10.446938187588485,10:27
862,Saturday,2024-06-08,Walking,58.41258361538251,min,4.75773,87.4381,288.21,117.531,12.277406161211863,12:17
863,Sunday,2024-06-09,Walking,51.46607159972191,min,4.92343,95.0,323.638,103.459,10.453296096364102,10:27
864,Tuesday,2024-06-11,Walking,69.12256259918213,min,6.56371,104.612,398.448,139.097,10.53102020034129,10:32
865,Wednesday,2024-06-12,Walking,68.75615815122923,min,6.56719,102.48148148148148,399.28,138.071,10.469646553735956,10:28
866,Thursday,2024-06-13,Walking,73.503462100029,min,7.03328,111.4,432.983,147.66,10.450808456371563,10:27
867,Friday,2024-06-14,Walking,56.12445151607196,min,5.42425,106.85,334.664,112.96,10.34695147090786,10:21
868,Friday,2024-06-14,Walking,12.63834590117137,min,0.968692,117.825,63.7409,24.8238,13.04681560410468,13:03
869,Friday,2024-06-14,Walking,12.1940573255221,min,0.899587,128.7,74.2474,23.9619,13.555172902145207,13:33
870,Saturday,2024-06-15,Walking,33.68499499956767,min,3.22343,98.92307692307692,198.147,67.6116,10.450046999490503,10:27
871,Saturday,2024-06-15,Cycling,56.50690547625224,min,11.3942,114.20689655172414,330.402,113.531,4.959269231385464,4:58
872,Sunday,2024-06-16,Walking,34.15230605006218,min,3.49207,107.77777777777777,227.284,68.4398,9.77996032440993,9:47
873,Sunday,2024-06-16,Cycling,37.38203150033951,min,10.6997,119.13002364066193,288.981,75.0363,3.493745759258625,3:30
874,Monday,2024-06-17,Walking,48.04503103295962,min,4.36575,98.57894736842105,262.663,96.7179,11.004989070139064,11:00
875,Wednesday,2024-06-19,Walking,43.89340483347575,min,4.24458,108.4,263.532,87.9468,10.34104783829631,10:20
876,Friday,2024-06-21,Walking,36.44636324246724,min,2.18673,82.92105263157895,154.556,72.5436,16.66706143075151,16:40
877,Saturday,2024-06-22,Walking,40.15517779986064,min,3.50053,91.968540625,251.367,80.6144,11.471170879798384,11:28
878,Sunday,2024-06-23,Walking,25.96124719977379,min,2.65843,109.0,169.133,51.9289,9.765631293573195,9:46
879,Monday,2024-06-24,Walking,50.10311418175697,min,4.58466,79.375,278.476,100.508,10.92842526637896,10:56
880,Tuesday,2024-06-25,Walking,52.24757693608602,min,4.3705,103.8125,264.085,104.951,11.954599459120471,11:57
881,Thursday,2024-06-27,Walking,44.67535389860471,min,4.35838,108.15384615384616,282.433,89.782,10.250449455670388,10:15
882,Saturday,2024-06-29,Walking,26.98822485009829,min,2.54849,98.71428571428571,156.018,54.0245,10.589888463403149,10:35
883,Sunday,2024-06-30,Walking,30.2942243317763,min,3.19427,111.0,219.331,60.6528,9.483927260931699,9:29
884,Monday,2024-07-01,Walking,45.93520290056865,min,4.38324,103.44444444444444,273.084,92.2982,10.479737112402846,10:29
885,Tuesday,2024-07-02,Walking,45.09184503356616,min,4.35947,101.08333333333333,275.869,90.4294,10.343423634883635,10:21
886,Wednesday,2024-07-03,Walking,38.40315929849942,min,3.7831,89.88888888888889,233.938,77.051,10.151240860273166,10:09
887,Thursday,2024-07-04,Walking,42.31905114849408,min,4.01207,93.2,247.187,84.965,10.54793439508635,10:33
888,Friday,2024-07-05,Walking,45.0065771818161,min,4.3626,97.65217391304348,273.519,90.3359,10.316457429472356,10:19
889,Saturday,2024-07-06,Walking,32.7389187335968,min,3.21552,105.75,202.391,65.5835,10.181531675622232,10:11
890,Sunday,2024-07-07,Cycling,25.35149551431338,min,5.40059,96.75577557755776,118.071,50.8996,4.6942085057953635,4:42
891,Monday,2024-07-08,Walking,33.13836368322372,min,3.2013,102.3076923076923,195.239,66.4103,10.3515333405878,10:21
892,Monday,2024-07-08,Walking,21.9738343834877,min,1.87372,98.79166666666667,116.101,44.0664,11.727384232162596,11:44
893,Tuesday,2024-07-09,Walking,42.56448988318444,min,4.3662,120.7,288.721,85.397,9.748634941868087,9:45
894,Wednesday,2024-07-10,Walking,55.60745236674945,min,5.30285,104.83333333333333,325.049,111.748,10.4863332673467,10:29
895,Thursday,2024-07-11,Walking,53.56816191673279,min,5.11155,101.9375,305.951,107.596,10.479827433309424,10:29
896,Friday,2024-07-12,Walking,52.77065651615461,min,5.14436,106.16666666666667,319.246,106.18,10.257963384396623,10:15
897,Saturday,2024-07-13,Walking,31.87125318447749,min,3.18312,86.0,207.317,63.9788,10.012582995450215,10:01
898,Saturday,2024-07-13,Cycling,60.01654284795125,min,11.3903,120.12481426448737,325.017,120.372,5.269092372277399,5:16
899,Sunday,2024-07-14,Walking,34.16408073306084,min,2.9152,88.94736842105263,196.035,68.684,11.719292238289258,11:43
900,Sunday,2024-07-14,Cycling,32.11378308137258,min,8.52677,97.68181818181819,182.099,64.2144,3.7662307158950665,3:46
901,Monday,2024-07-15,Walking,57.63692870140076,min,5.3597,96.74074074074075,326.345,115.879,10.753760229378653,10:45
902,Tuesday,2024-07-16,Walking,55.35556848446528,min,5.33107,97.23529411764706,328.411,111.198,10.383575620741292,10:23
903,Wednesday,2024-07-17,Walking,55.01005038420359,min,5.31047,102.52173913043478,328.669,110.615,10.358791290451428,10:22
904,Thursday,2024-07-18,Walking,36.53614981770515,min,3.21507,88.0909090909091,185.051,73.2085,11.364029342348736,11:22
905,Friday,2024-07-19,Walking,47.3837127506733,min,4.35385,92.53846153846153,257.54,95.3672,10.88317529328601,10:53
906,Saturday,2024-07-20,Cycling,58.86900861461957,min,11.4087,108.87713841368584,293.457,118.073,5.160010221551936,5:10
907,Tuesday,2024-07-23,Walking,44.16312508384387,min,4.35322,103.70588235294117,281.32,88.6447,10.144932965447156,10:09
908,Wednesday,2024-07-24,Walking,49.63128250042598,min,4.79346,100.5,299.144,99.6906,10.353957788408787,10:21
909,Thursday,2024-07-25,Walking,53.36100046634674,min,5.35918,108.28571428571429,348.213,107.223,9.956933797026174,9:57
910,Friday,2024-07-26,Walking,56.06332646608352,min,5.33284,100.57894736842105,328.304,112.573,10.512846150659595,10:31
911,Saturday,2024-07-27,Cycling,56.66206596295039,min,11.0917,110.00138504155125,296.465,113.534,5.108510504516927,5:07
912,Sunday,2024-07-28,Cycling,42.98230132460594,min,11.8806,110.11570247933884,281.268,86.1607,3.617856112031879,3:37
913,Monday,2024-07-29,Walking,45.98263801534971,min,4.52124,116.38888888888889,280.155,92.2906,10.170359904661046,10:10
914,Tuesday,2024-07-30,Walking,43.34721466700236,min,4.34335,119.61538461538461,281.464,86.9113,9.980133921282503,9:59
915,Thursday,2024-08-01,Walking,43.67509199976921,min,4.39434,112.91666666666667,286.165,87.5583,9.938942366719282,9:56
916,Friday,2024-08-02,Walking,42.98669971823692,min,4.36197,115.07142857142857,291.053,86.3128,9.854882018500108,9:51
917,Saturday,2024-08-03,Walking,49.88013226787249,min,5.08878,117.42857142857143,323.193,100.104,9.801982453136604,9:48
918,Sunday,2024-08-04,Walking,49.70326465169589,min,5.05459,113.0,332.849,99.6524,9.83329303696163,9:50
919,Monday,2024-08-05,Walking,52.19078475038211,min,5.12389,114.25,317.439,104.921,10.185773845726997,10:11
920,Tuesday,2024-08-06,Walking,53.29759738445282,min,5.13874,102.85,315.22,107.029,10.371724855597446,10:22
921,Thursday,2024-08-08,Walking,46.196314483881,min,4.37567,105.42857142857143,272.436,92.8097,10.557540784355536,10:33
922,Friday,2024-08-09,Walking,52.39586013356845,min,4.89525,112.38095238095238,293.273,105.277,10.703408433393278,10:42
923,Tuesday,2024-08-13,Walking,35.91954625050227,min,3.17102,83.66666666666667,184.763,70.5746,11.32744235309215,11:20
924,Wednesday,2024-08-14,Walking,32.40745631655057,min,2.77871,81.0,157.727,63.6864,11.66277024826289,11:40
925,Friday,2024-08-16,Walking,34.60963745117188,min,3.18461,100.15384615384616,184.656,67.8283,10.867778927771965,10:52
926,Saturday,2024-08-17,Walking,52.08247421781222,min,4.93815,107.25,300.389,102.095,10.546960748015394,10:33
927,Sunday,2024-08-18,Walking,44.21759211818377,min,4.14522,104.07142857142857,240.891,86.7317,10.667127949344971,10:40
928,Monday,2024-08-19,Walking,44.85452153484027,min,4.34555,108.66666666666667,265.976,87.9712,10.321943490430503,10:19
929,Tuesday,2024-08-20,Walking,45.42671938339869,min,4.3565,110.875,260.009,88.0267,10.427342909078089,10:26
930,Wednesday,2024-08-21,Walking,49.38872208197912,min,4.80505,110.8,291.174,95.912,10.278503258442498,10:17
931,Thursday,2024-08-22,Walking,44.69619543353716,min,4.33675,106.46153846153847,264.0,86.7972,10.306380453919907,10:18
932,Friday,2024-08-23,Walking,42.9428050339222,min,4.31451,111.63636363636364,272.797,83.1044,9.953112875835771,9:57
933,Saturday,2024-08-24,Walking,12.0396752178669,min,0.922624,77.75,50.405,23.157,13.049384383960206,13:03
934,Saturday,2024-08-24,Cycling,33.07635513345401,min,8.26967,94.51075268817205,178.173,64.1571,3.9997188682805977,3:60
935,Sunday,2024-08-25,Walking,7.375844999154409,min,0.577012,,34.507,14.027,12.78282773868552,12:47
936,Sunday,2024-08-25,Walking,10.84319054881732,min,0.713659,103.77966101694915,62.1526,20.5789,15.193797806539706,15:12
937,Monday,2024-08-26,Walking,23.01219626665115,min,1.56535,90.42857142857143,124.211,44.3302,14.70099100306714,14:42
938,Tuesday,2024-08-27,Walking,13.10902028481166,min,0.988517,79.75,66.3522,25.1639,13.261299790303717,13:16
939,Friday,2024-08-30,Walking,28.15626790126165,min,2.28218,86.1875,147.546,54.4038,12.33744397955536,12:20
940,Saturday,2024-08-31,Walking,16.28753268122673,min,1.14659,90.25,87.4156,31.3113,14.205193383185557,14:12
941,Monday,2024-09-02,Walking,31.89878063400586,min,3.18134,108.75,198.018,61.752,10.026837946904719,10:02
942,Tuesday,2024-09-03,Walking,41.93426941633224,min,4.2377,98.8,277.655,83.4021,9.895525737152758,9:54
943,Wednesday,2024-09-04,Walking,45.23558243314425,min,4.51877,108.13333333333334,282.822,89.8797,10.010596342178127,10:01
944,Thursday,2024-09-05,Walking,43.21601174871127,min,4.3541,121.42857142857143,277.808,85.7301,9.925360407136095,9:56
945,Friday,2024-09-06,Walking,42.95212390025457,min,4.3283,118.57142857142857,286.112,85.17,9.923555183387144,9:55
946,Saturday,2024-09-07,Walking,43.21868356664975,min,4.34264,121.92307692307692,278.89,85.7514,9.952168166518465,9:57
947,Sunday,2024-09-08,Cycling,65.32007768551509,min,13.3206,118.04255319148936,405.557,129.46,4.903688849264679,4:54
948,Monday,2024-09-09,Walking,44.53255931536356,min,4.37405,98.92307692307692,272.919,88.3733,10.181081449769334,10:11
949,Tuesday,2024-09-10,Walking,42.81634536584218,min,4.32275,114.66666666666667,287.778,84.9664,9.904885863360635,9:54
950,Wednesday,2024-09-11,Walking,43.52901714841525,min,4.37383,109.92307692307692,293.73,86.3361,9.95215112348108,9:57
951,Thursday,2024-09-12,Walking,42.80643811623256,min,4.3619,118.0,290.929,84.8071,9.813713775243027,9:49
952,Friday,2024-09-13,Walking,43.28285340070725,min,4.35811,112.28571428571429,278.617,85.765,9.931565151110746,9:56
953,Saturday,2024-09-14,Walking,43.25459181666374,min,4.35367,111.625,294.664,85.8075,9.935202212538787,9:56
