,Day,Date,workoutActivityType,duration,durationUnit,distance,heartRateAverage,activeEnergyBurned,basalEnergyBurned,avg_pace_min,avg_pace_mmss
472,Sunday,2023-06-25,Cycling,49.61884546677272,min,8.5035,116.95598,242.073,99.638,5.835108539633412,5:50
473,Monday,2023-06-26,Walking,52.59073806802432,min,5.05883,100.63636363636364,306.101,105.638,10.39583027459399,10:24
474,Tuesday,2023-06-27,Walking,54.09852911631266,min,5.08176,97.75,304.663,108.618,10.645628505933507,10:39
475,Wednesday,2023-06-28,Walking,52.58302760124207,min,5.0999,107.28571428571429,321.021,105.78,10.310599737493298,10:19
476,Thursday,2023-06-29,Walking,54.09548168381055,min,5.15967,100.8,328.105,108.704,10.484290988340446,10:29
477,Friday,2023-06-30,Walking,55.81135213375092,min,5.20778,98.76923076923077,316.836,112.146,10.716918175067097,10:43
478,Friday,2023-06-30,Walking,7.84445043404897,min,0.700678,96.5,40.9326,15.5557,11.195514107834084,11:12
479,Saturday,2023-07-01,Walking,53.40064788460732,min,5.16273,107.0,319.213,107.153,10.343490340305868,10:21
480,Sunday,2023-07-02,Walking,46.90068943301836,min,4.5305,102.4,270.24,94.2195,10.352210447636763,10:21
481,Sunday,2023-07-02,Cycling,59.52705615361531,min,10.2982,107.73245,321.034,118.273,5.780335995961947,5:47
482,Monday,2023-07-03,Walking,18.63889959255854,min,1.79571,,112.921,37.4353,10.37968246128748,10:23
483,Monday,2023-07-03,Walking,42.74275195002556,min,4.01499,104.06666666666666,246.517,85.6503,10.645792878693486,10:39
484,Tuesday,2023-07-04,Walking,48.35719593365987,min,4.64512,95.36363636363636,282.58,97.1734,10.410322216360365,10:25
485,Wednesday,2023-07-05,Walking,48.9248038649559,min,4.60378,93.33333333333333,276.019,98.1103,10.627094227994364,10:38
486,Wednesday,2023-07-05,Walking,28.39302391807238,min,1.97938,87.75,134.939,57.0953,14.344402751403157,14:21
487,Thursday,2023-07-06,Walking,48.58635671536128,min,4.61441,96.55555555555556,276.618,97.6082,10.529267385291138,10:32
488,Friday,2023-07-07,Walking,48.68880473176638,min,4.62355,100.222,279.758,97.7882,10.530610619927629,10:32
489,Saturday,2023-07-08,Walking,54.92629446585973,min,5.17958,97.42857142857143,317.612,110.525,10.604391565698327,10:36
490,Saturday,2023-07-08,Cycling,57.08663259943327,min,11.686,117.532,319.647,114.192,4.885044720129494,4:53
491,Sunday,2023-07-09,Walking,48.92056279977162,min,4.59278,95.5263,279.209,98.18,10.65162337402872,10:39
492,Monday,2023-07-10,Walking,48.98191485007604,min,4.60881,96.0,277.675,98.2765,10.62788764346459,10:38
493,Tuesday,2023-07-11,Walking,54.56131449937821,min,5.11287,96.57142857142857,304.492,109.564,10.671367451035957,10:40
494,Wednesday,2023-07-12,Walking,47.36325563192368,min,4.53977,99.2,273.41,95.1373,10.43296370343072,10:26
495,Thursday,2023-07-13,Walking,50.38219136794408,min,4.79529,98.08333333333333,299.054,101.387,10.506599469050691,10:30
496,Friday,2023-07-14,Walking,53.26738078196843,min,5.03777,99.6471,299.072,107.063,10.573603158137118,10:34
497,Saturday,2023-07-15,Walking,53.99304978251457,min,5.03903,94.8333,302.578,108.634,10.714968909197715,10:43
498,Sunday,2023-07-16,Walking,30.255018166701,min,2.65642,90.33333333333333,159.975,60.5932,11.389395564971277,11:23
499,Monday,2023-07-17,Walking,43.29027901689211,min,4.13312,105.92857142857143,257.686,86.936,10.473995194161338,10:28
500,Tuesday,2023-07-18,Walking,47.64755241672198,min,4.66465,111.15384615384616,288.283,95.7377,10.214603971728206,10:13
501,Tuesday,2023-07-18,Walking,27.19898689190547,min,2.06608,93.22130350877194,150.894,53.635,13.164537138884008,13:10
502,Wednesday,2023-07-19,Walking,46.75297320087751,min,4.26317,91.6912,262.7,93.9284,10.966715660149024,10:58
503,Thursday,2023-07-20,Walking,52.07080831726392,min,4.86098,93.125,305.852,104.598,10.7119980574419,10:43
504,Friday,2023-07-21,Walking,52.61457740068435,min,4.87262,101.375,293.787,105.643,10.798005467424987,10:48
505,Saturday,2023-07-22,Walking,50.32565758228302,min,4.74422,99.8089,298.444,101.281,10.607783277816589,10:36
506,Sunday,2023-07-23,Walking,38.04779488245646,min,3.72577,111.6,238.343,76.5303,10.212062173042474,10:13
507,Monday,2023-07-24,Walking,49.95778571565946,min,4.71601,96.5,292.265,100.495,10.593231506222308,10:36
508,Tuesday,2023-07-25,Walking,36.39126733342807,min,3.37996,99.71428571428571,206.199,73.2659,10.766774557517861,10:46
509,Wednesday,2023-07-26,Walking,44.85613518357277,min,4.32687,91.0,277.464,90.1077,10.366878409467528,10:22
510,Thursday,2023-07-27,Walking,51.46934923330943,min,5.016,88.5252,318.77,103.522,10.261034536146218,10:16
511,Friday,2023-07-28,Walking,54.46839361786842,min,5.24074,96.8125,318.468,109.319,10.393263855460951,10:24
512,Saturday,2023-07-29,Hiking,97.0373025159041,min,3.02778,119.836,599.721,194.859,32.048993822504976,32:03
513,Saturday,2023-07-29,Hiking,83.0150311668714,min,3.636,85.563,332.244,166.798,22.831416712560888,22:50
514,Sunday,2023-07-30,Walking,33.45932078361511,min,3.07243,103.21428571428571,183.714,67.08,10.890181642418252,10:53
515,Monday,2023-07-31,Walking,50.6319646815459,min,4.89264,115.875,301.074,101.64,10.348598033279764,10:21
516,Tuesday,2023-08-01,Walking,50.57220674951871,min,4.69041,105.526,283.816,101.429,10.78204394701502,10:47
517,Wednesday,2023-08-02,Walking,54.42132810155551,min,4.77673,97.1,303.645,109.377,11.393009046262927,11:24
518,Thursday,2023-08-03,Walking,49.29213973283768,min,4.64926,100.5,286.481,98.9562,10.60214738105369,10:36
519,Friday,2023-08-04,Walking,27.63484113415082,min,2.54036,,149.169,54.7775,10.878316905537334,10:53
520,Saturday,2023-08-05,Walking,54.56401459972064,min,5.22821,106.61538461538461,317.65,108.204,10.436461924773612,10:26
521,Sunday,2023-08-06,Cycling,20.9881579875946,min,6.06554,120.4405,170.608,41.5862,3.460229095446506,3:28
522,Monday,2023-08-07,Walking,53.52871203422546,min,5.23055,108.73333333333333,322.718,106.366,10.233859160934406,10:14
523,Tuesday,2023-08-08,Walking,54.06238076488177,min,5.31635,103.832,336.495,107.31,10.169078552932326,10:10
524,Wednesday,2023-08-09,Walking,50.06398310065269,min,4.79674,100.91666666666667,293.705,99.449,10.437084999531493,10:26
525,Thursday,2023-08-10,Walking,53.82191086610158,min,5.27401,102.93333333333334,323.864,106.845,10.205121125311022,10:12
526,Friday,2023-08-11,Walking,55.20548198223114,min,5.30921,101.6,329.342,109.652,10.398059594973855,10:24
527,Saturday,2023-08-12,Walking,54.9562375485897,min,5.33437,108.6,331.582,109.105,10.30229203234678,10:18
528,Sunday,2023-08-13,Walking,23.65243393381437,min,2.0988,80.3304,131.723,46.749,11.269503494289292,11:16
529,Monday,2023-08-14,Walking,49.80727146665255,min,4.87189,110.73333333333333,298.437,98.8984,10.22339820206379,10:13
530,Tuesday,2023-08-15,Walking,55.37398848334949,min,5.31756,102.3,321.278,109.943,10.413420531850978,10:25
531,Wednesday,2023-08-16,Walking,46.12284756700198,min,4.23428,96.3076923076923,250.152,91.625,10.892724989136756,10:54
532,Thursday,2023-08-17,Walking,54.36949283281962,min,5.25564,99.8,317.449,107.999,10.344980408250873,10:21
533,Friday,2023-08-18,Walking,34.13248971700668,min,3.20707,97.0909090909091,194.026,67.83,10.64288890389255,10:39
534,Saturday,2023-08-19,Walking,55.44428409934044,min,5.43201,104.0,329.479,110.025,10.206955454673398,10:12
535,Sunday,2023-08-20,Walking,59.21657191713651,min,5.75799,104.33333333333333,353.637,117.725,10.284243619238051,10:17
536,Monday,2023-08-21,Walking,55.42736021677653,min,5.35742,99.86666666666666,343.676,110.06,10.345905345628404,10:21
537,Tuesday,2023-08-22,Walking,58.34392563303312,min,5.6089,75.51995,347.668,116.089,10.402026356867323,10:24
538,Wednesday,2023-08-23,Walking,44.2175719499588,min,4.25636,97.8,262.328,87.7544,10.388588359527578,10:23
539,Thursday,2023-08-24,Walking,54.60177483359973,min,5.25707,102.1,320.312,108.45,10.386351110713711,10:23
540,Friday,2023-08-25,Walking,61.23711261749268,min,5.88105,98.75,362.39,121.7,10.412615539315713,10:25
541,Saturday,2023-08-26,Walking,60.47298468351364,min,5.84204,102.3,361.493,120.105,10.351347249165299,10:21
542,Sunday,2023-08-27,Walking,52.01073881586392,min,5.0428,106.11111111111111,321.435,103.259,10.313861112053605,10:19
543,Monday,2023-08-28,Walking,56.31892134944598,min,5.25404,90.58333333333333,306.428,111.754,10.719164937732865,10:43
544,Tuesday,2023-08-29,Walking,59.34100395043691,min,5.63569,103.158,335.271,117.895,10.529501081577749,10:32
545,Wednesday,2023-08-30,Walking,43.90513365070025,min,4.16768,98.14285714285714,257.025,87.1541,10.534670044413259,10:32
546,Thursday,2023-08-31,Walking,57.48236714998881,min,5.2894,95.1,309.239,114.155,10.867464580101489,10:52
547,Friday,2023-09-01,Walking,58.37547853191693,min,5.83546,106.92857142857143,360.148,115.829,10.003577872509952,10:00
548,Saturday,2023-09-02,Walking,45.70406456589699,min,4.55715,109.0,283.676,90.864,10.029089357580284,10:02
549,Saturday,2023-09-02,Walking,10.4065881450971,min,0.795242,97.3529411764706,69.427,20.1415,13.08606455028419,13:05
550,Sunday,2023-09-03,Walking,45.74729528427124,min,4.6756,112.42857142857143,302.956,90.789,9.784261973708452,9:47
551,Monday,2023-09-04,Walking,59.6397178153197,min,6.00851,106.93333333333334,368.262,117.093,9.925874770170923,9:56
552,Tuesday,2023-09-05,Walking,54.74425226648648,min,5.49992,107.0,340.217,107.339,9.953645192382156,9:57
553,Wednesday,2023-09-06,Walking,51.27415068348249,min,5.12734,104.6875,319.705,100.636,10.00014640797811,10:00
554,Thursday,2023-09-07,Walking,59.45443796515465,min,6.01262,105.3125,369.097,116.675,9.888274656498274,9:53
555,Friday,2023-09-08,Walking,61.88335426648458,min,6.26788,109.842,385.681,121.456,9.873091741782641,9:52
556,Saturday,2023-09-09,Walking,52.77674635052681,min,5.29889,110.05,326.739,103.456,9.959962624347138,9:58
557,Sunday,2023-09-10,Walking,34.83573959867159,min,3.52357,109.27272727272727,233.681,68.2277,9.886490008335747,9:53
558,Sunday,2023-09-10,Cycling,55.27100277344386,min,10.5497,111.66317142857143,294.934,108.186,5.2391065881914995,5:14
559,Monday,2023-09-11,Walking,60.20165993372599,min,5.75557,106.71428571428571,342.628,118.128,10.459721614666488,10:28
560,Tuesday,2023-09-12,Walking,42.54973468383153,min,4.31827,110.81818181818181,279.986,83.3824,9.853421551647195,9:51
561,Wednesday,2023-09-13,Walking,46.30667608181636,min,4.78276,113.3076923076923,307.103,90.6654,9.681998695693776,9:41
562,Thursday,2023-09-14,Walking,61.05312041640282,min,6.24486,116.07142857142857,405.046,119.784,9.77653949270325,9:47
563,Friday,2023-09-15,Walking,49.4216211160024,min,5.11786,108.875,329.582,97.0875,9.656696571614384,9:39
564,Saturday,2023-09-16,Walking,38.02018525004387,min,4.031,,273.636,74.424,9.431948710008404,9:26
565,Saturday,2023-09-16,Cycling,51.31987359523773,min,10.1185,112.03854000000001,277.202,100.56,5.07188551615731,5:04
566,Sunday,2023-09-17,Cycling,48.46229560375214,min,10.5114,113.37308,281.234,95.0168,4.610451091553184,4:37
567,Monday,2023-09-18,Walking,51.94149491786957,min,5.32588,118.45454545454545,348.352,101.955,9.752659638945971,9:45
568,Tuesday,2023-09-19,Walking,51.81384424964587,min,5.32811,116.11111111111111,347.818,101.43,9.72461984637064,9:43
569,Wednesday,2023-09-20,Walking,42.51733653346697,min,4.35786,104.66666666666667,286.979,83.1732,9.756471417959037,9:45
570,Thursday,2023-09-21,Walking,50.2184795498848,min,5.15223,89.4267,337.379,98.6252,9.746940557755535,9:45
571,Friday,2023-09-22,Walking,51.69838329950969,min,5.34364,118.0909090909091,342.151,101.474,9.674750413484011,9:40
572,Saturday,2023-09-23,Walking,32.9052883485953,min,3.46201,96.28571428571429,230.609,64.3903,9.504677441311637,9:30
573,Saturday,2023-09-23,Cycling,46.08293388287226,min,10.067,114.74524999999998,266.854,90.1995,4.577623312096182,4:35
574,Sunday,2023-09-24,Cycling,51.98231529990832,min,10.7106,101.37839999999998,265.494,102.131,4.853352314520972,4:51
575,Monday,2023-09-25,Walking,52.39745778441429,min,5.36707,121.46153846153847,337.853,102.712,9.762767726974735,9:46
576,Tuesday,2023-09-26,Walking,51.52321191628774,min,5.31559,110.7,341.807,101.119,9.692849131759173,9:42
577,Wednesday,2023-09-27,Walking,44.69096535046895,min,4.5942,107.5,305.941,87.7038,9.727692601643149,9:44
578,Thursday,2023-09-28,Walking,50.91974154909452,min,5.36287,113.66666666666667,351.879,99.795,9.49486777585407,9:30
579,Friday,2023-09-29,Walking,57.75876984993617,min,6.0851,117.8,403.434,113.316,9.49183577097109,9:30
580,Saturday,2023-09-30,Walking,56.62506625056267,min,5.88909,117.53333333333333,382.766,110.945,9.615248918009856,9:37
581,Sunday,2023-10-01,Cycling,57.94956754048665,min,11.6743,104.79610000000001,329.83,113.807,4.963858007802322,4:58
582,Monday,2023-10-02,Walking,51.62623086571693,min,5.35763,113.625,346.726,101.108,9.636020192830959,9:38
583,Tuesday,2023-10-03,Walking,50.46182424823443,min,5.34301,97.73333333333333,352.828,98.957,9.444456261215015,9:27
584,Wednesday,2023-10-04,Walking,45.19965850114822,min,4.41553,94.8,282.985,87.6166,10.236519398837334,10:14
585,Thursday,2023-10-05,Walking,51.5961838165919,min,5.37126,103.6,342.753,99.9907,9.605973983123494,9:36
586,Friday,2023-10-06,Walking,52.91341566642125,min,5.58104,112.66666666666667,365.679,102.301,9.480923925723745,9:29
587,Saturday,2023-10-07,Walking,46.53549718459447,min,5.2565,111.4,355.662,90.0849,8.852943438522681,8:51
588,Sunday,2023-10-08,Walking,31.70707063277563,min,3.51121,106.2,240.812,61.337,9.030240467752037,9:02
589,Monday,2023-10-09,Walking,34.18394033312798,min,3.52089,101.4,227.686,66.068,9.70889188049839,9:43
590,Tuesday,2023-10-10,Walking,34.33403871854146,min,3.93306,135.75,284.602,66.3482,8.72959952773196,8:44
591,Wednesday,2023-10-11,Walking,47.89402728279432,min,5.15333,118.2,341.129,92.8976,9.29380173262615,9:18
592,Thursday,2023-10-12,Walking,56.91212575038274,min,6.07239,110.22222222222223,398.187,110.224,9.372277760549428,9:22
593,Friday,2023-10-13,Running,54.33564353386561,min,6.06982,116.75,409.339,105.105,8.951771804413575,8:57
594,Saturday,2023-10-14,Running,54.63464741706848,min,6.06948,120.33333333333333,411.822,105.631,9.001536773672287,9:00
595,Sunday,2023-10-15,Walking,55.77755886713664,min,6.464,115.5,456.708,107.888,8.628954032663465,8:38
596,Monday,2023-10-16,Walking,46.68146060109139,min,5.1215,100.5,344.381,90.316,9.114802421378773,9:07
597,Tuesday,2023-10-17,Walking,46.1573668162028,min,5.14229,111.5,348.643,89.2813,8.976033404612108,8:59
598,Wednesday,2023-10-18,Running,31.94053671161334,min,3.56294,128.0,243.597,61.669,8.96465747714341,8:58
599,Thursday,2023-10-19,Running,36.72126863201459,min,4.19627,122.5,289.263,70.8401,8.750930858122711,8:45
600,Friday,2023-10-20,Running,45.87821033199628,min,5.19095,130.4,372.438,88.695,8.838114474613757,8:50
601,Saturday,2023-10-21,Walking,46.99272257089615,min,5.04161,113.18181818181819,329.951,90.9151,9.320975357256144,9:19
602,Sunday,2023-10-22,Running,30.63409121433894,min,3.53158,137.0,249.507,59.3572,8.67433024718085,8:40
603,Sunday,2023-10-22,Cycling,48.69156503677368,min,10.1323,111.48141999999999,273.625,94.4901,4.805578697509319,4:48
604,Monday,2023-10-23,Running,44.37219913403193,min,5.10009,118.4,365.186,85.8429,8.700277668439563,8:42
605,Tuesday,2023-10-24,Running,45.14868889848391,min,5.052,128.0,340.174,87.3315,8.936795110547093,8:56
606,Wednesday,2023-10-25,Running,33.61388704975446,min,3.53197,,233.693,65.0153,9.517036398880641,9:31
607,Thursday,2023-10-26,Walking,48.26126128236453,min,5.49841,126.5,374.095,93.375,8.777312219780724,8:47
608,Friday,2023-10-27,Walking,38.0315128326416,min,3.31204,107.91666666666667,214.1,73.7124,11.482806014613834,11:29
609,Saturday,2023-10-28,Running,46.85056893428167,min,5.10139,122.16666666666667,342.813,90.789,9.18388300723561,9:11
610,Sunday,2023-10-29,Cycling,60.95368618369103,min,12.0797,110.68868333333334,344.942,117.888,5.045960262563725,5:03
611,Monday,2023-10-30,Walking,14.41461749871572,min,1.37362,95.4,83.292,27.722,10.493890230715714,10:30
612,Tuesday,2023-10-31,Walking,43.52083281675974,min,5.09213,109.75,361.963,84.0911,8.546685339290187,8:33
613,Wednesday,2023-11-01,Running,47.34998359481494,min,5.46431,,386.312,91.6564,8.665317962343815,8:40
614,Thursday,2023-11-02,Running,48.16670871774355,min,5.53194,112.66666666666667,385.64,93.3322,8.707019367119592,8:42
615,Friday,2023-11-03,Running,46.69085292816162,min,5.50889,113.8,397.253,90.5355,8.475546421903799,8:29
616,Saturday,2023-11-04,Running,51.04152178366979,min,6.10815,128.0,440.6,98.9112,8.356298025370986,8:21
617,Sunday,2023-11-05,Cycling,68.56445041497548,min,13.8024,110.05497142857143,410.981,132.839,4.967574509866073,4:58
618,Monday,2023-11-06,Walking,45.17831206520398,min,5.14417,116.4,357.402,87.4125,8.78242983128551,8:47
619,Tuesday,2023-11-07,Walking,45.75509976744652,min,5.17954,91.88888888888889,358.588,88.3895,8.833815313222123,8:50
620,Wednesday,2023-11-08,Running,47.88562526702881,min,5.41497,118.5,368.744,92.6555,8.84319308639361,8:51
621,Thursday,2023-11-09,Running,48.25955024957657,min,5.41413,114.0,357.984,93.4171,8.913629752070337,8:55
623,Saturday,2023-11-11,Running,47.86729721625646,min,5.57291,104.5,390.484,92.5697,8.589282298880919,8:35
626,Tuesday,2023-11-14,Walking,34.66097178260485,min,4.16086,122.66666666666667,301.681,67.0403,8.330242253429544,8:20
627,Wednesday,2023-11-15,Running,35.14771075447401,min,4.14095,96.0,300.825,67.9045,8.487837514211476,8:29
628,Thursday,2023-11-16,Running,46.55848146677017,min,5.46488,107.66666666666667,390.034,89.972,8.519579838307552,8:31
629,Friday,2023-11-17,Running,46.18357901771864,min,5.4747,110.0,394.935,89.3815,8.435819134878376,8:26
630,Saturday,2023-11-18,Cycling,55.31623609662056,min,10.4364,109.2548,322.954,106.821,5.3003177433425845,5:18
631,Sunday,2023-11-19,Cycling,54.66235317985217,min,11.9011,112.46430000000001,342.595,105.991,4.593050489438133,4:36
632,Monday,2023-11-20,Cycling,54.82596308588982,min,11.1373,113.45972500000002,348.917,106.038,4.9227337941772085,4:55
633,Monday,2023-11-20,Walking,45.73779012560844,min,3.08162,88.61904761904762,222.949,87.4506,14.84212528657279,14:51
634,Tuesday,2023-11-21,Running,44.76458556652069,min,5.36352,107.66666666666667,387.696,86.649,8.346120750276066,8:21
635,Wednesday,2023-11-22,Running,34.97389305035274,min,4.23286,127.8,301.564,67.8045,8.26247337505912,8:16
636,Thursday,2023-11-23,Running,37.86407968401909,min,4.46804,114.4,325.19,73.1914,8.474427194926431,8:28
637,Friday,2023-11-24,Running,42.99844047029813,min,5.04194,130.0,368.454,83.3684,8.528153938820797,8:32
638,Friday,2023-11-24,Walking,25.92074484030406,min,2.02205,94.84615384615384,137.954,49.5255,12.819042476844816,12:49
639,Saturday,2023-11-25,Walking,35.09945928255717,min,3.58811,,227.704,67.841,9.782158095085483,9:47
640,Sunday,2023-11-26,Cycling,50.59347613652547,min,10.4765,105.40855,309.321,97.94,4.829234585646492,4:50
644,Thursday,2023-11-30,Walking,37.06157955328624,min,2.61721,77.9552,169.323,71.72,14.160720596851702,14:10
645,Friday,2023-12-01,Walking,38.66448371807734,min,4.38558,121.75,305.701,74.8464,8.816276004103754,8:49
646,Saturday,2023-12-02,Walking,39.57203106681506,min,4.56301,120.25,336.574,76.4079,8.67235247497048,8:40
647,Sunday,2023-12-03,Cycling,50.42189955314,min,11.1219,110.34243999999998,326.158,97.1751,4.533568864415253,4:32
648,Monday,2023-12-04,Walking,36.69629853367805,min,4.41366,104.5,317.905,70.9638,8.314255863314811,8:19
649,Tuesday,2023-12-05,Walking,38.19041066567103,min,4.58337,128.5,332.584,73.8755,8.33238657705379,8:20
650,Wednesday,2023-12-06,Walking,44.56782341798147,min,5.12736,96.66666666666667,369.88,86.2179,8.692158034150415,8:42
651,Thursday,2023-12-07,Walking,40.60133015116056,min,4.24914,104.83333333333333,282.101,78.6279,9.555187673543484,9:33
652,Friday,2023-12-08,Walking,44.78842448194822,min,5.10449,,383.579,86.4806,8.774319174285427,8:46
653,Saturday,2023-12-09,Walking,44.31743346651395,min,5.17265,,368.932,85.6551,8.567645881030796,8:34
654,Sunday,2023-12-10,Walking,38.02919651667277,min,4.15159,109.76923076923077,279.224,73.5908,9.160152258935197,9:10
655,Monday,2023-12-11,Walking,40.22541255156199,min,4.17568,103.85714285714286,274.428,78.085,9.633260343599602,9:38
656,Tuesday,2023-12-12,Walking,42.13235166668892,min,4.18876,99.125,263.496,81.589,10.058430577710089,10:04
660,Saturday,2023-12-16,Walking,40.03372726639112,min,4.52647,105.4,311.333,77.4968,8.8443593498667,8:51
661,Sunday,2023-12-17,Walking,38.71485756834348,min,4.16994,116.0,282.957,74.9632,9.284272092246766,9:17
662,Monday,2023-12-18,Walking,42.80623210072518,min,4.69455,95.33333333333333,316.318,82.7446,9.118282284931503,9:07
663,Tuesday,2023-12-19,Walking,41.33427930076917,min,4.04462,123.0,310.027,80.0513,10.21957051608536,10:13
664,Tuesday,2023-12-19,Walking,18.48213691711426,min,1.63988,,98.3569,35.6881,11.270420346070603,11:16
665,Wednesday,2023-12-20,Walking,44.87327296535174,min,5.02661,102.66666666666667,352.917,86.8072,8.92714433094108,8:56
666,Thursday,2023-12-21,Walking,36.54293105006218,min,4.05868,100.0,273.058,70.699,9.003649228335858,9:00
667,Friday,2023-12-22,Walking,45.33268126646678,min,5.1182,94.0,350.105,87.6314,8.857153152762061,8:51
668,Saturday,2023-12-23,Walking,35.45488054951032,min,4.02584,116.66666666666667,276.666,68.5121,8.80682802831467,8:48
669,Sunday,2023-12-24,Walking,32.69647485017776,min,3.50318,110.33333333333333,226.5,63.1094,9.333369923948458,9:20
670,Monday,2023-12-25,Walking,35.9115403175354,min,2.85117,82.83333333333333,175.269,69.5628,12.595369731561217,12:36
671,Tuesday,2023-12-26,Walking,49.40979736646016,min,5.06565,98.28571428571429,320.145,95.6849,9.753890885959386,9:45
672,Wednesday,2023-12-27,Walking,52.93907261689504,min,5.3262,99.4,337.031,105.118,9.93937002307368,9:56
673,Thursday,2023-12-28,Walking,42.66099271774292,min,4.42645,95.5,299.208,84.745,9.637744178233781,9:38
674,Friday,2023-12-29,Walking,52.5924324174722,min,5.81814,103.14285714285714,401.46,104.21,9.039389292363575,9:02
675,Saturday,2023-12-30,Walking,54.29248731732368,min,4.88656,96.6222,355.885,107.841,11.110574170239122,11:07
676,Sunday,2023-12-31,Walking,48.20148586630821,min,4.9483,109.3076923076923,316.052,95.7444,9.741019312957624,9:44
677,Monday,2024-01-01,Cycling,23.94222664237022,min,4.92039,87.55636666666665,100.2,47.4627,4.86592051491248,4:52
678,Tuesday,2024-01-02,Walking,46.59479641715686,min,5.08411,107.125,341.264,92.2878,9.164789199517095,9:10
679,Wednesday,2024-01-03,Walking,45.46002511580785,min,5.11069,109.66666666666667,357.717,90.1649,8.895085617755695,8:54
680,Thursday,2024-01-04,Walking,25.36241783301035,min,2.1828,93.875,129.414,50.2228,11.619212861008958,11:37
681,Friday,2024-01-05,Walking,47.03939531644185,min,5.32149,103.22222222222223,368.311,93.2528,8.839515871765586,8:50
682,Saturday,2024-01-06,Cycling,31.27747548619906,min,8.03543,97.02343333333333,167.423,62.1139,3.892445766586114,3:54
683,Sunday,2024-01-07,Cycling,58.94104667901993,min,11.358,114.50873333333334,319.923,115.44,5.189386043231196,5:11
684,Monday,2024-01-08,Walking,47.38500078320503,min,5.14178,103.0,345.937,93.925,9.215680325335784,9:13
685,Tuesday,2024-01-09,Walking,50.54594669938088,min,5.16638,107.57142857142857,331.554,100.3,9.783629291569895,9:47
686,Wednesday,2024-01-10,Walking,21.67580448389053,min,1.81445,91.33333333333333,132.79,42.8236,11.94621206640609,11:57
687,Thursday,2024-01-11,Walking,31.60967460076014,min,3.12271,,196.751,62.5782,10.122513650246145,10:07
688,Friday,2024-01-12,Walking,41.71403446594874,min,4.31751,96.0,284.3,82.8099,9.661595332946245,9:40
689,Saturday,2024-01-13,Walking,48.11827994982401,min,5.17067,115.1875,348.851,95.497,9.306004821391426,9:18
690,Saturday,2024-01-13,Walking,27.81797832449277,min,2.1638,104.62903225806451,153.643,54.6686,12.856076497131328,12:51
691,Sunday,2024-01-14,Walking,41.06811858216921,min,4.33758,110.1,283.886,81.381,9.467979514422607,9:28
692,Sunday,2024-01-14,Walking,20.95992967287699,min,1.346,93.26470588235294,81.2917,41.2776,15.572013129923468,15:34
693,Sunday,2024-01-14,Walking,13.34210686087608,min,1.06036,101.38095238095238,71.5469,26.3452,12.582619922362293,12:35
694,Monday,2024-01-15,Walking,31.55404550035795,min,3.09647,97.54545454545455,198.232,62.6758,10.190328180269129,10:11
697,Thursday,2024-01-18,Walking,31.53565869927406,min,3.17968,,202.834,62.5163,9.917871829641367,9:55
698,Friday,2024-01-19,Walking,33.61684649984042,min,3.39357,,222.232,66.64,9.906041867366937,9:54
699,Saturday,2024-01-20,Walking,41.97989873290062,min,4.48307,93.16666666666667,305.024,83.2763,9.364096195888225,9:22
702,Tuesday,2024-01-23,Walking,31.94339780012767,min,3.19854,,203.184,63.3432,9.98686832121145,9:59
703,Wednesday,2024-01-24,Walking,31.12182499965032,min,3.18968,,204.537,61.6884,9.757036755928594,9:45
704,Wednesday,2024-01-24,Walking,28.82330717047056,min,2.10064,114.04664285714286,151.766,56.0845,13.721202667030315,13:43
705,Thursday,2024-01-25,Walking,43.75980545083682,min,4.41174,94.57142857142857,275.488,86.7392,9.91894478161379,9:55
706,Friday,2024-01-26,Walking,31.07088356812795,min,3.1885,84.46666666666667,210.455,61.621,9.744671026541619,9:45
707,Saturday,2024-01-27,Walking,31.47452386816343,min,3.18658,98.16666666666667,205.164,62.4183,9.877211263537532,9:53
708,Saturday,2024-01-27,Cycling,27.59911876718203,min,5.31173,86.96886666666667,99.1147,54.78,5.195881335681977,5:12
709,Sunday,2024-01-28,Walking,46.93418391545614,min,5.12536,95.0,347.44,93.1022,9.157246303763275,9:09
710,Sunday,2024-01-28,Walking,38.89861370126406,min,2.92187,103.33930333333333,215.441,76.3435,13.312917310237642,13:19
711,Sunday,2024-01-28,Cycling,23.08331483999888,min,5.31123,105.59049999999999,114.15,45.73,4.346133539688336,4:21
712,Monday,2024-01-29,Walking,30.25722855130831,min,3.17748,93.0,223.835,59.9485,9.522397796778677,9:31
713,Tuesday,2024-01-30,Walking,48.69106283386548,min,5.1173,112.0,341.167,96.5331,9.514990880711602,9:31
714,Wednesday,2024-01-31,Walking,40.63991510073344,min,4.39323,117.14285714285714,300.939,80.495,9.250577616180678,9:15
715,Thursday,2024-02-01,Cycling,24.62939522663752,min,5.97231,103.07600000000001,144.475,48.5313,4.123931146681522,4:07
716,Friday,2024-02-02,Walking,46.3183632671833,min,5.16545,116.28571428571429,364.809,91.7375,8.966956076853576,8:58
717,Saturday,2024-02-03,Walking,46.30844216744105,min,5.19783,126.71428571428571,367.551,91.7554,8.909187520069155,8:55
718,Sunday,2024-02-04,Walking,46.43525080084801,min,5.25088,139.5,367.372,91.97,8.843327366241088,8:51
719,Monday,2024-02-05,Walking,45.94741525053978,min,5.06659,127.0,342.092,91.0863,9.068706023289783,9:04
